sub;k;k_id;k_wm;k_gm;k_csf;k_skl;k_sft;p;p_id;p_x;p_y;v;e;e_x;e_y;e_z;e_r;e_t;j;j_x;j_y;j_z;j_r;j_t
4;reference;0;0.2167000025510788;0.4659999907016754;1.7100000381469727;0.01600000075995922;0.41370001435279846;reference;0;0;0;59.076199093512045;284.1624033490968;280.59623269177814;23.360842600422142;26.160123450606434;156.68544863515416;209.40084898100505;126.95678059741292;125.37490115320412;10.503322751334913;11.359390462511122;69.54514164255662;93.8546683398251
4;reference;0;0.2167000025510788;0.4659999907016754;1.7100000381469727;0.01600000075995922;0.41370001435279846;anterior;1;0;1;59.3821198470835;295.39007070428516;290.38356110769183;31.61198198598901;29.322654781023896;162.36055860551036;218.55258811789952;131.9609200532322;129.7875188554772;13.878290967013626;12.701983802909368;72.04144118385003;97.93785023453134
4;reference;0;0.2167000025510788;0.4659999907016754;1.7100000381469727;0.01600000075995922;0.41370001435279846;central;2;1;0;58.948798755182196;276.09364307774894;273.4351765348918;21.67829124213681;18.20412455792331;153.19809936926384;201.89052861911995;123.49256416030843;122.23949347629087;9.65526686570105;8.236079158079558;68.02819403298938;90.64553832863733
4;reference;0;0.2167000025510788;0.4659999907016754;1.7100000381469727;0.01600000075995922;0.41370001435279846;lateral;3;-1;0;59.06793391322124;288.2848722305281;282.80814494853;24.821486946193932;39.69798456599422;157.8463822118521;214.09661653529355;128.69407258674957;126.32026495901025;11.274585227559136;17.17189006634564;70.0554068191689;95.83318202435429
4;reference;0;0.2167000025510788;0.4659999907016754;1.7100000381469727;0.01600000075995922;0.41370001435279846;posterior;4;0;-1;58.73917234931298;272.83838649984443;269.5622744121377;24.769844542624035;22.908546124207305;150.94146073213466;200.43359115057737;121.93990089315191;120.43326333656543;11.40382751585963;10.000817974006575;67.00757789175178;89.88314547705448
4;halton_1;1;0.13852396607398987;0.4170370101928711;1.2831250429153442;1.2670326232910156;1.0792399644851685;reference;0;0;0;20.435651874508515;187.8220375273392;185.23808953097128;15.111574298258926;18.687678943857872;102.24479388824903;139.56147718367657;72.24096131708457;71.41752414673368;5.487748291482688;6.553325925060036;38.97704268139924;53.90759872804332
4;halton_1;1;0.13852396607398987;0.4170370101928711;1.2831250429153442;1.2670326232910156;1.0792399644851685;anterior;1;0;1;20.793405970917508;199.26118083213694;195.87727048179534;23.850913159580305;17.03782424503606;108.91279165878917;148.08857741155077;76.61232385350307;75.52460184452838;8.557661515881998;5.946616858440955;41.463833849100126;57.19872879811853
4;halton_1;1;0.13852396607398987;0.4170370101928711;1.2831250429153442;1.2670326232910156;1.0792399644851685;central;2;1;0;20.27879876785572;180.88170066515283;178.87175804802555;13.778945134694267;15.697635227325781;99.38065007278145;132.98803990294593;69.70138252297484;69.01833399468862;4.894560747454736;5.871874090730411;37.920615544268074;51.51099058266897
4;halton_1;1;0.13852396607398987;0.4170370101928711;1.2831250429153442;1.2670326232910156;1.0792399644851685;lateral;3;-1;0;20.511132013205806;192.9664927522273;187.68863631117887;16.56271514026764;34.60283024710867;103.56079340188542;145.2068255191849;74.13627997623126;72.33098770397486;6.186521214211935;12.634337669677635;39.49570766347476;55.98574995410997
4;halton_1;1;0.13852396607398987;0.4170370101928711;1.2831250429153442;1.2670326232910156;1.0792399644851685;posterior;4;0;-1;20.105215823592147;177.97290667220236;174.93349371879455;17.546673092557416;19.547542064440393;96.83171803010073;132.23061740392728;68.51956510456299;67.46343516689466;6.897531239803758;6.898831073386047;36.96324407099291;51.12528339733182
4;halton_2;2;0.20628760755062103;1.2203704118728638;2.0381250381469727;1.5098612308502197;1.4718400239944458;reference;0;0;0;13.499867194825267;106.51588779953184;103.78327627862897;10.62850997019793;13.702831043945578;58.422029002128745;79.08784832378034;109.71118825221495;107.92061926366719;9.146733273445708;11.593902169606485;59.615589665063844;81.79343285475652
4;halton_2;2;0.20628760755062103;1.2203704118728638;2.0381250381469727;1.5098612308502197;1.4718400239944458;anterior;1;0;1;13.733093353551604;113.86253236085703;110.44024253841722;16.073931749196184;13.607230624210933;62.860491393806974;84.4080485998099;116.96568287816517;114.61346395679028;14.40777446387798;11.410841732339016;63.862505101084224;87.1433003231332
4;halton_2;2;0.20628760755062103;1.2203704118728638;2.0381250381469727;1.5098612308502197;1.4718400239944458;central;2;1;0;13.407232868469391;102.38953236073807;100.16871801193939;9.9550054663546;11.989521719967902;56.776125141347336;75.27496055635136;105.70850981744061;104.23443903131563;8.263984178647007;10.615269783076714;57.98169270991333;78.09246176979686
4;halton_2;2;0.20628760755062103;1.2203704118728638;2.0381250381469727;1.5098612308502197;1.4718400239944458;lateral;3;-1;0;13.543654793217604;109.57931661473896;105.22775234849618;11.501392758168505;21.515409948206532;59.25752350228654;82.28879654273082;112.74912110395927;109.41190489815214;10.427746747036933;19.984688172693698;60.519075583625295;84.94695600335574
4;halton_2;2;0.20628760755062103;1.2203704118728638;2.0381250381469727;1.5098612308502197;1.4718400239944458;posterior;4;0;-1;13.287811200806763;100.53554963850702;97.56315605744277;12.637382836027596;13.637466099230402;54.97210272280513;74.75420390303776;103.92220001335902;101.6616981624966;12.47697104729681;11.704720381835527;56.37387231616999;77.55074819735282
4;halton_3;3;0.2740512490272522;2.0237038135528564;1.6606249809265137;0.08757958561182022;1.8644399642944336;reference;0;0;0;14.788145964397659;89.39996880773408;86.03656999770429;10.817560404905622;14.00369329464828;49.9574511298902;65.74047503482171;146.87346770783435;143.1299028486754;15.264285906432011;19.30706648325938;81.7600152497417;108.15815606021815
4;halton_3;3;0.2740512490272522;2.0237038135528564;1.6606249809265137;0.08757958561182022;1.8644399642944336;anterior;1;0;1;14.9216164423488;93.34715756615745;89.37117042099757;13.384841963696468;14.734668653779579;52.33287404249619;68.6485987609138;152.8681487448941;148.3546355776161;18.9671373581141;20.233911634597437;85.25756757422835;112.6388411367176
