sub;k;k_id;k_wm;k_gm;k_csf;k_skl;k_sft;p;p_id;e;e_r;e_t
4;reference;0;2.167000025510788e-01;0.4659999907016754;1.7100000381469729;0.0160000007599592;0.4137000143527984;reference;0;264.8399927477602;111.62582768258585;221.2448011196726
4;reference;0;0.2167000025510788;0.4659999907016754;1.7100000381469729;0.0160000007599592;0.4137000143527984;anterior;1;263.80594188100883;101.96731406799458;227.3712684832335
4;reference;0;0.2167000025510788;0.4659999907016754;1.7100000381469729;0.0160000007599592;0.4137000143527984;central;2;237.5125952251744;111.44913883139542;191.0445212790117
4;reference;0;0.2167000025510788;0.4659999907016754;1.7100000381469729;0.0160000007599592;0.4137000143527984;lateral;3;281.4761121303284;109.17978959119958;241.74878815819463
4;reference;0;0.2167000025510788;0.4659999907016754;1.7100000381469729;0.0160000007599592;0.4137000143527984;posterior;4;255.44670381989943;104.31418681100112;216.02656959052914
4;halton_1;1;0.14575625155625155;0.25274958274958276;1.6970937070937069;0.03828485688485689;0.23232730132730134;reference;0;270.75164967175004;145.53964678119868;209.78761489095967
4;halton_1;1;0.14575625155625155;0.25274958274958276;1.6970937070937069;0.03828485688485689;0.23232730132730134;anterior;1;275.38573254254163;149.80590863129473;210.4635540042775
4;halton_1;1;0.14575625155625155;0.25274958274958276;1.6970937070937069;0.03828485688485689;0.23232730132730134;central;2;249.77975681105298;152.27894876575195;180.5089813121176
4;halton_1;1;0.14575625155625155;0.25274958274958276;1.6970937070937069;0.03828485688485689;0.23232730132730134;lateral;3;283.13303670193636;135.05590713673203;230.2155233893313
4;halton_1;1;0.14575625155625155;0.25274958274958276;1.6970937070937069;0.03828485688485689;0.23232730132730134;posterior;4;253.43074448916585;121.00535701411586;207.10044948763954
4;halton_2;2;0.3291240895240895;0.46883039883039884;1.8496551996551995;0.046267125667125666;0.2876996606996607;reference;0;243.08897604042647;115.86147588126342;203.0997073183607
4;halton_2;2;0.3291240895240895;0.46883039883039884;1.8496551996551995;0.046267125667125666;0.2876996606996607;anterior;1;242.17499737793386;102.29848293969096;210.62029589667094
4;halton_2;2;0.3291240895240895;0.46883039883039884;1.8496551996551995;0.046267125667125666;0.2876996606996607;central;2;220.25533071447595;123.05526163986123;171.46854771768895
4;halton_2;2;0.3291240895240895;0.46883039883039884;1.8496551996551995;0.046267125667125666;0.2876996606996607;lateral;3;260.4770064025214;99.00900471508352;231.16561996020124
4;halton_2;2;0.3291240895240895;0.46883039883039884;1.8496551996551995;0.046267125667125666;0.2876996606996607;posterior;4;242.3554256112418;104.27575814376142;208.7877121702345
4;halton_3;3;0.23464379964379967;0.6878104478104479;2.0570493770493767;0.01909069609069609;0.33269362869362873;reference;0;237.62136346683485;124.38880605834609;186.8125751175175
4;halton_3;3;0.23464379964379967;0.6878104478104479;2.0570493770493767;0.01909069609069609;0.33269362869362873;anterior;1;246.99580061145633;123.98969877278158;195.4849655604424
4;halton_3;3;0.23464379964379967;0.6878104478104479;2.0570493770493767;0.01909069609069609;0.33269362869362873;central;2;219.97431055221386;126.54565700737822;163.3848792348196
4;halton_3;3;0.23464379964379967;0.6878104478104479;2.0570493770493767;0.01909069609069609;0.33269362869362873;lateral;3;252.76563710611535;116.28229792466573;209.66737019527704
4;halton_3;3;0.23464379964379967;0.6878104478104479;2.0570493770493767;0.01909069609069609;0.33269362869362873;posterior;4;225.86499863472852;105.54848960464702;187.32824510351045
4;halton_4;4;0.4949966265966266;0.33534518534518537;1.37016781016781;0.02227782427782428;0.3728841308841309;reference;0;300.8014119813733;127.22490267347568;252.25560800468315
