sub;k;k_id;k_wm;k_gm;k_csf;k_skl;k_sft;p;p_id;p_x;p_y;v;e;e_x;e_y;e_z;e_r;e_t;j;j_x;j_y;j_z;j_r;j_t
4;reference;0;0.2167000025510788;0.4659999907016754;1.7100000381469727;0.01600000075995922;0.41370001435279846;reference;0;0;0;72.84292766866461;211.96537450061433;176.89275672854393;69.72569738164397;70.01289133661882;93.93944296124215;176.25539750802014;92.9693710881671;77.3283505313373;31.162114333204656;30.55675935628144;41.192149324435306;77.33990357039711
4;reference;0;0.2167000025510788;0.4659999907016754;1.7100000381469727;0.01600000075995922;0.41370001435279846;anterior;1;0;1;69.71030601878043;190.36053778178234;172.61446232832964;53.142020064144205;34.3141592010006;88.7894200251848;154.3990817151853;83.4701874470479;75.31863437054598;23.742006561161993;15.441776865150254;38.40556562025432;68.06663639055934
4;reference;0;0.2167000025510788;0.4659999907016754;1.7100000381469727;0.01600000075995922;0.41370001435279846;central;2;1;0;70.23116487129668;190.0388819768597;127.21550237691778;71.69278650461278;106.50180123920298;82.56762778750719;158.6879172583068;83.38618852590079;55.41757568766472;32.047308348342284;46.57086577110384;36.40232036322228;69.5057784321437
4;reference;0;0.2167000025510788;0.4659999907016754;1.7100000381469727;0.01600000075995922;0.41370001435279846;lateral;3;-1;0;74.64869803972871;232.37722748135397;211.21300935496822;62.311223389079245;43.42697266576721;106.31334089903407;190.45531276756353;101.98171971488914;92.43556537712726;27.807999048022616;19.155477462010307;46.30176552561913;83.83934778876925
4;reference;0;0.2167000025510788;0.4659999907016754;1.7100000381469727;0.01600000075995922;0.41370001435279846;posterior;4;0;-1;76.4151029759352;222.7707841002158;209.0898539111962;47.509543662777524;40.19420496343333;108.19725463827339;178.75024978839642;97.66268346651513;91.51503354819347;20.974434801552952;17.79959484097976;47.06876760911886;78.59674729804252
4;halton_1;1;0.13852396607398987;0.4170370101928711;1.2831250429153442;1.2670326232910156;1.0792399644851685;reference;0;0;0;24.752281734287227;283.74753362239085;167.9732633567987;143.8070859492621;130.7080839595404;127.00336796644326;234.93257641828262;108.16594724758974;63.46022789082001;55.744196563392784;49.47334356462366;48.224713099240354;89.66419728326692
4;halton_1;1;0.13852396607398987;0.4170370101928711;1.2831250429153442;1.2670326232910156;1.0792399644851685;anterior;1;0;1;22.410837676080952;204.1498142882903;141.35601102785344;110.20997017539393;62.012855746622414;90.24015501731022;170.54055131621723;77.46599657110767;53.10551309396921;42.674460418108595;23.394953686733416;33.8604725055982;65.02929515332121
4;halton_1;1;0.13852396607398987;0.4170370101928711;1.2831250429153442;1.2670326232910156;1.0792399644851685;central;2;1;0;23.71578948002296;268.6717767669765;112.69527744445801;140.7780988084567;159.52643086936115;119.8526382634295;221.57578380624972;102.5673831944757;42.52001842286576;54.48713982014329;60.65359284120538;45.5146370318221;84.69403211696613
4;halton_1;1;0.13852396607398987;0.4170370101928711;1.2831250429153442;1.2670326232910156;1.0792399644851685;lateral;3;-1;0;25.243510015680524;291.65088952059597;207.48538777741857;134.65404292289642;103.64166620653319;131.28745247157931;241.39401746293223;111.05318551001345;78.50807848909183;52.213452530609956;39.11675992214796;49.73956979570989;92.10599377631226
4;halton_1;1;0.13852396607398987;0.4170370101928711;1.2831250429153442;1.2670326232910156;1.0792399644851685;posterior;4;0;-1;25.252067194168763;255.66360556063927;192.80035792456766;98.00316070140069;103.5183444062736;117.72337912645355;209.9179212788541;97.07534816987548;72.87820220925994;37.87169829514824;39.14077490124504;44.68075335032761;79.73391549208613
4;halton_2;2;0.20628760755062103;1.2203704118728638;2.0381250381469727;1.5098612308502197;1.4718400239944458;reference;0;0;0;16.657108432591944;156.92506653398632;88.65155268351202;79.16039699641523;71.16894760743196;72.62744464921158;128.28867788366762;162.5952224665076;91.43456824478335;83.18298213834555;72.93483325327277;74.52655801931547;133.4294434456766
4;halton_2;2;0.20628760755062103;1.2203704118728638;2.0381250381469727;1.5098612308502197;1.4718400239944458;anterior;1;0;1;15.259146973718964;114.82496272866848;76.50391508171766;60.73797062063653;37.10142171641517;52.5722084937266;94.5511142952726;118.33650385480296;78.3107468190994;64.00983638351173;37.738638803811824;53.224723006338316;98.30041644417221
4;halton_2;2;0.20628760755062103;1.2203704118728638;2.0381250381469727;1.5098612308502197;1.4718400239944458;central;2;1;0;16.001336462043444;149.10681439647269;58.58740211210165;77.55063594452231;86.77113356608793;68.72672324617247;121.38737126440955;154.48129864429984;59.94558065474886;81.06340741010615;89.7511426172093;70.35457754182477;126.23825286398102
4;halton_2;2;0.20628760755062103;1.2203704118728638;2.0381250381469727;1.5098612308502197;1.4718400239944458;lateral;3;-1;0;16.96147514634264;161.57272383168404;111.35242601505416;74.2057038875561;58.34199085186457;75.2568358680129;131.92136941318967;167.41150286315215;115.22411397556371;78.13489672722564;59.558483394290164;77.22535431400156;137.34870916280093
4;halton_2;2;0.20628760755062103;1.2203704118728638;2.0381250381469727;1.5098612308502197;1.4718400239944458;posterior;4;0;-1;16.946589008717638;140.9624793310988;104.20606201165678;55.9646710150908;54.63343887564669;67.47023944999711;113.95120639857703;145.58890435641655;107.659162821267;58.280267357476234;56.039445684370044;69.29028449608963;118.05272587535583
4;halton_3;3;0.2740512490272522;2.0237038135528564;1.6606249809265137;0.08757958561182022;1.8644399642944336;reference;0;0;0;18.168316927801794;71.85204470188559;53.843997255259886;27.098820563445965;26.908319766117845;33.767279129987784;58.4396833841983;118.98273929663566;89.64227268007528;44.93725688482523;43.96878621117288;55.43852684419443;97.2191209272986
4;halton_3;3;0.2740512490272522;2.0237038135528564;1.6606249809265137;0.08757958561182022;1.8644399642944336;anterior;1;0;1;17.03247758593096;60.63285171017017;51.31224428369646;20.51027731377639;15.152689099521439;29.06261648441535;48.61146994250175;99.76574991215968;84.74839592249349;33.94818438895387;24.130763662221682;46.880263904308535;80.7120835255744
4;halton_3;3;0.2740512490272522;2.0237038135528564;1.6606249809265137;0.08757958561182022;1.8644399642944336;central;2;1;0;17.480135876264416;66.27244515010055;36.23902871296823;27.322611113255462;38.97450025585506;30.833770045711688;53.89310554481751;109.6114703846547;59.92205119252639;45.277835491580994;64.94626088921842;50.57829821718989;89.3985699919214
4;halton_3;3;0.2740512490272522;2.0237038135528564;1.6606249809265137;0.08757958561182022;1.8644399642944336;lateral;3;-1;0;18.577714485350874;77.81486955821293;66.10679949380558;25.072703130839816;20.14569646090973;37.22085560806758;62.61435134190852;128.86142714252009;110.01541224697104;41.11539398828412;32.57214560349937;60.88518218411906;104.29986153776181
4;halton_3;3;0.2740512490272522;2.0237038135528564;1.6606249809265137;0.08757958561182022;1.8644399642944336;posterior;4;0;-1;18.862425513236452;72.86819387192185;64.59255706755141;20.611789064879336;17.65765320774878;36.80024097042638;57.37498890104491;120.33072464277056;107.21701341514317;32.7346221884572;28.720192588821767;60.284348057375816;95.16211487516058
4;halton_4;4;0.3418148159980774;0.6848147511482239;2.4156250953674316;0.3304081857204437;0.3725599944591522;reference;0;0;0;42.84393118547648;324.3142552954575;206.62016142356302;166.94153331907722;133.04743263286448;145.10741686745146;268.93704574407076;211.7718632436713;133.44167653546316;110.6200263943703;86.50641726571583;94.55534374133171;175.71088774675437
